date,year,month_num,month,quarter,is_festive_season,city,state,program,campaign,donor_type,channel,donation_amount,expense_amount,beneficiaries_reached,volunteer_hours,event_count,new_donors,recurring_donors,social_reach,engagement_rate,cost_per_beneficiary,donation_lag_1,beneficiaries_lag_1,donation_lag_2,beneficiaries_lag_2,donation_lag_3,beneficiaries_lag_3,donation_per_beneficiary,expense_ratio,volunteer_productivity,donation_surplus,month_sin,month_cos,high_efficiency,literacy_rate_pct,urban_population_pct,multidimensional_poverty_index,population_millions
2024-11-01,2024,11,Nov,Q4,1,Kanpur,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Community Group,UPI,64211,33088,259,67.3,4,11,4,13124,5.26,127.84,51683.0,213.0,70119.0,269.0,52655.0,253.0,247.9189189189189,0.5153011166311068,3.848439821693908,31123,-0.5,0.866,1,67.7,22.3,0.143,235.0
2024-12-01,2024,12,Dec,Q4,1,Kanpur,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Individual,UPI,43331,33706,227,76.7,2,7,3,9806,7.47,148.38,64211.0,259.0,51683.0,213.0,70119.0,269.0,190.88546255506608,0.7778726546814059,2.9595827900912646,9625,-0.0,1.0,0,67.7,22.3,0.143,235.0
2025-01-01,2025,1,Jan,Q1,0,Kanpur,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Community Group,Fundraising Event,48794,35263,257,82.0,4,10,3,8247,6.65,137.18,43331.0,227.0,64211.0,259.0,51683.0,213.0,189.8599221789883,0.7226913145058819,3.1341463414634148,13531,0.5,0.866,0,67.7,22.3,0.143,235.0
2025-02-01,2025,2,Feb,Q1,0,Kanpur,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Individual,UPI,40504,30130,254,89.7,3,9,4,9241,4.03,118.61,48794.0,257.0,43331.0,227.0,64211.0,259.0,159.46456692913387,0.7438771479360063,2.831661092530658,10374,0.866,0.5,1,67.7,22.3,0.143,235.0
2025-03-01,2025,3,Mar,Q1,0,Kanpur,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Corporate CSR,UPI,80091,29958,256,79.9,3,15,5,13639,4.21,116.85,40504.0,254.0,48794.0,257.0,43331.0,227.0,312.85546875,0.37404951867251,3.2040050062578223,50133,1.0,0.0,1,67.7,22.3,0.143,235.0
2025-04-01,2025,4,Apr,Q2,0,Kanpur,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Individual,UPI,38083,31731,235,69.9,3,8,3,8045,4.09,134.75,80091.0,256.0,40504.0,254.0,48794.0,257.0,162.05531914893618,0.8332064175616417,3.361945636623748,6352,0.866,-0.5,0,67.7,22.3,0.143,235.0
2025-05-01,2025,5,May,Q2,0,Kanpur,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Individual,Fundraising Event,36956,32393,219,64.8,2,6,2,9147,6.67,147.8,38083.0,235.0,80091.0,256.0,40504.0,254.0,168.74885844748857,0.8765288451131075,3.3796296296296298,4563,0.5,-0.866,0,67.7,22.3,0.143,235.0
2025-06-01,2025,6,Jun,Q2,0,Kanpur,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Individual,Bank Transfer,43769,34508,231,75.7,2,9,3,9818,3.48,149.43,36956.0,219.0,38083.0,235.0,80091.0,256.0,189.47619047619048,0.7884118896936188,3.0515191545574636,9261,0.0,-1.0,0,67.7,22.3,0.143,235.0
2025-07-01,2025,7,Jul,Q3,0,Kanpur,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Individual,UPI,44781,33646,239,77.3,3,8,3,8250,9.18,140.52,43769.0,231.0,36956.0,219.0,38083.0,235.0,187.36820083682008,0.7513454366807352,3.0918499353169473,11135,-0.5,-0.866,0,67.7,22.3,0.143,235.0
2025-08-01,2025,8,Aug,Q3,1,Kanpur,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Individual,Online Portal,50085,32560,263,88.3,3,13,6,12011,7.01,123.81,44781.0,239.0,43769.0,231.0,36956.0,219.0,190.43726235741445,0.650094838774084,2.9784824462061157,17525,-0.866,-0.5,1,67.7,22.3,0.143,235.0
2025-09-01,2025,9,Sep,Q3,1,Kanpur,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Individual,UPI,49248,33595,224,68.3,2,8,4,10555,4.05,149.72,50085.0,263.0,44781.0,239.0,43769.0,231.0,219.85714285714286,0.682159681611436,3.279648609077599,15653,-1.0,-0.0,0,67.7,22.3,0.143,235.0
2025-10-01,2025,10,Oct,Q4,1,Kanpur,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Corporate CSR,Fundraising Event,88802,30740,275,71.7,3,17,6,15205,7.99,111.8,49248.0,224.0,50085.0,263.0,44781.0,239.0,322.91636363636366,0.34616337469876807,3.835425383542538,58062,-0.866,0.5,1,67.7,22.3,0.143,235.0
2025-11-01,2025,11,Nov,Q4,1,Kanpur,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Individual,UPI,56413,32033,256,85.9,2,13,5,10522,6.16,125.03,88802.0,275.0,49248.0,224.0,50085.0,263.0,220.36328125,0.5678301100810097,2.9802095459837017,24380,-0.5,0.866,1,67.7,22.3,0.143,235.0
2025-12-01,2025,12,Dec,Q4,1,Kanpur,Uttar Pradesh,Clothing Support,Warmth and Dignity Drive,Individual,UPI,58359,34989,237,75.8,3,13,6,10126,4.56,147.42,56413.0,256.0,88802.0,275.0,49248.0,224.0,246.2405063291139,0.5995476276152778,3.1266490765171504,23370,-0.0,1.0,0,67.7,22.3,0.143,235.0
2024-02-01,2024,2,Feb,Q1,0,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Community Group,Online Portal,68851,45763,229,77.1,2,14,5,9652,8.3,200.03,101646.0,195.0,101646.0,195.0,101646.0,195.0,300.6593886462882,0.6646671798521445,2.9701686121919586,23088,0.866,0.5,0,67.7,22.3,0.143,235.0
2024-03-01,2024,3,Mar,Q1,0,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Corporate CSR,Bank Transfer,108003,46086,205,70.9,2,22,9,12479,9.54,224.76,68851.0,229.0,101646.0,195.0,101646.0,195.0,526.8439024390244,0.4267103691564123,2.8913963328631875,61917,1.0,0.0,0,67.7,22.3,0.143,235.0
2024-04-01,2024,4,Apr,Q2,0,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Individual,Online Portal,61923,39329,234,91.9,2,10,4,10384,4.45,168.42,108003.0,205.0,68851.0,229.0,101646.0,195.0,264.62820512820514,0.6351274970527914,2.546245919477693,22594,0.866,-0.5,0,67.7,22.3,0.143,235.0
2024-05-01,2024,5,May,Q2,0,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Community Group,UPI,69774,43443,236,90.4,3,16,7,11952,9.16,184.0,61923.0,234.0,108003.0,205.0,68851.0,229.0,295.6525423728813,0.6226244732995099,2.6106194690265485,26331,0.5,-0.866,0,67.7,22.3,0.143,235.0
2024-06-01,2024,6,Jun,Q2,0,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Community Group,Bank Transfer,80153,44516,241,80.2,3,13,5,13919,6.48,184.86,69774.0,236.0,61923.0,234.0,108003.0,205.0,332.5850622406639,0.5553878207927339,3.0049875311720697,35637,0.0,-1.0,0,67.7,22.3,0.143,235.0
2024-07-01,2024,7,Jul,Q3,0,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Individual,UPI,63500,45876,227,77.1,3,13,5,11662,8.32,202.16,80153.0,241.0,69774.0,236.0,61923.0,234.0,279.73568281938327,0.7224566929133859,2.9442282749675748,17624,-0.5,-0.866,0,67.7,22.3,0.143,235.0
2024-08-01,2024,8,Aug,Q3,1,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Corporate CSR,UPI,122109,46171,210,78.8,2,30,14,15743,5.54,219.97,63500.0,227.0,80153.0,241.0,69774.0,236.0,581.4714285714285,0.37811299740395876,2.66497461928934,75938,-0.866,-0.5,0,67.7,22.3,0.143,235.0
2024-09-01,2024,9,Sep,Q3,1,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Individual,Online Portal,67756,42947,227,81.8,2,17,7,11516,5.03,189.2,122109.0,210.0,63500.0,227.0,80153.0,241.0,298.48458149779736,0.6338479249070194,2.7750611246943766,24809,-1.0,-0.0,0,67.7,22.3,0.143,235.0
2024-10-01,2024,10,Oct,Q4,1,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Corporate CSR,Bank Transfer,119183,46756,246,82.7,3,20,6,16792,4.77,190.32,67756.0,227.0,122109.0,210.0,63500.0,227.0,484.4837398373984,0.39230427158235653,2.974607013301088,72427,-0.866,0.5,0,67.7,22.3,0.143,235.0
2024-11-01,2024,11,Nov,Q4,1,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Individual,Fundraising Event,69386,40176,244,105.2,3,11,5,13540,4.15,164.61,119183.0,246.0,67756.0,227.0,122109.0,210.0,284.3688524590164,0.5790217046666475,2.3193916349809887,29210,-0.5,0.866,0,67.7,22.3,0.143,235.0
2024-12-01,2024,12,Dec,Q4,1,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Community Group,Online Portal,97000,39227,225,73.5,2,22,10,12254,5.09,174.7,69386.0,244.0,119183.0,246.0,67756.0,227.0,431.1111111111111,0.4044020618556701,3.061224489795918,57773,-0.0,1.0,0,67.7,22.3,0.143,235.0
2025-01-01,2025,1,Jan,Q1,0,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Individual,Fundraising Event,68612,42532,223,74.9,3,12,3,9445,6.99,190.47,97000.0,225.0,69386.0,244.0,119183.0,246.0,307.67713004484307,0.6198915641578733,2.9773030707610144,26080,0.5,0.866,0,67.7,22.3,0.143,235.0
2025-02-01,2025,2,Feb,Q1,0,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Community Group,Fundraising Event,80168,41991,233,97.8,3,17,6,12830,7.89,180.6,68612.0,223.0,97000.0,225.0,69386.0,244.0,344.068669527897,0.5237875461530785,2.38241308793456,38177,0.866,0.5,0,67.7,22.3,0.143,235.0
2025-03-01,2025,3,Mar,Q1,0,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Corporate CSR,Bank Transfer,103014,40000,225,76.8,2,23,8,13256,6.97,178.16,80168.0,233.0,68612.0,223.0,97000.0,225.0,457.84,0.3882967363659308,2.9296875,63014,1.0,0.0,0,67.7,22.3,0.143,235.0
2025-04-01,2025,4,Apr,Q2,0,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Community Group,Online Portal,71956,42357,234,84.1,3,14,5,11781,7.29,181.28,103014.0,225.0,80168.0,233.0,68612.0,223.0,307.5042735042735,0.5886513980766024,2.7824019024970275,29599,0.866,-0.5,0,67.7,22.3,0.143,235.0
2025-05-01,2025,5,May,Q2,0,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Individual,Online Portal,67915,41830,221,76.2,2,16,5,11483,4.15,189.43,71956.0,234.0,103014.0,225.0,80168.0,233.0,307.3076923076923,0.615916955017301,2.900262467191601,26085,0.5,-0.866,0,67.7,22.3,0.143,235.0
2025-06-01,2025,6,Jun,Q2,0,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Individual,Bank Transfer,60396,38742,230,76.2,3,11,5,10242,8.53,168.52,67915.0,221.0,71956.0,234.0,103014.0,225.0,262.5913043478261,0.6414663222729982,3.0183727034120733,21654,0.0,-1.0,0,67.7,22.3,0.143,235.0
2025-07-01,2025,7,Jul,Q3,0,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Alumni Network,Online Portal,73881,46671,251,90.7,2,18,8,10519,4.57,185.9,60396.0,230.0,67915.0,221.0,71956.0,234.0,294.34661354581675,0.6317050391846347,2.767364939360529,27210,-0.5,-0.866,0,67.7,22.3,0.143,235.0
2025-08-01,2025,8,Aug,Q3,1,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Corporate CSR,Fundraising Event,128591,44318,253,83.4,3,21,7,17330,9.63,175.33,73881.0,251.0,60396.0,230.0,67915.0,221.0,508.2648221343874,0.3446430932180324,3.0335731414868103,84273,-0.866,-0.5,0,67.7,22.3,0.143,235.0
2025-09-01,2025,9,Sep,Q3,1,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Community Group,UPI,89818,41186,216,88.9,2,16,7,13227,4.6,190.88,128591.0,253.0,73881.0,251.0,60396.0,230.0,415.8240740740741,0.4585495112338284,2.4296962879640045,48632,-1.0,-0.0,0,67.7,22.3,0.143,235.0
2025-10-01,2025,10,Oct,Q4,1,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Individual,Fundraising Event,76207,44590,260,108.4,3,16,6,13957,9.14,171.36,89818.0,216.0,128591.0,253.0,73881.0,251.0,293.1038461538462,0.5851168527825528,2.3985239852398523,31617,-0.866,0.5,0,67.7,22.3,0.143,235.0
2025-11-01,2025,11,Nov,Q4,1,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Alumni Network,Online Portal,77106,43019,223,73.6,3,14,6,12139,4.36,193.1,76207.0,260.0,89818.0,216.0,128591.0,253.0,345.76681614349775,0.5579202656083833,3.029891304347826,34087,-0.5,0.866,0,67.7,22.3,0.143,235.0
2025-12-01,2025,12,Dec,Q4,1,Kanpur,Uttar Pradesh,Education Support,Back to School Drive,Corporate CSR,Fundraising Event,126888,41510,262,104.9,3,23,8,15715,6.01,158.31,77106.0,223.0,76207.0,260.0,89818.0,216.0,484.30534351145036,0.3271388941428662,2.4976167778836986,85378,-0.0,1.0,0,67.7,22.3,0.143,235.0
2024-02-01,2024,2,Feb,Q1,0,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Individual,Online Portal,50751,47483,363,99.3,3,11,5,15736,3.45,130.96,47674.0,349.0,47674.0,349.0,47674.0,349.0,139.8099173553719,0.9356071801540856,3.6555891238670695,3268,0.866,0.5,0,67.7,22.3,0.143,235.0
2024-03-01,2024,3,Mar,Q1,0,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Individual,Bank Transfer,51058,45188,313,92.7,3,12,5,12707,6.3,144.51,50751.0,363.0,47674.0,349.0,47674.0,349.0,163.12460063897763,0.8850327079008187,3.3764832793959005,5870,1.0,0.0,0,67.7,22.3,0.143,235.0
2024-04-01,2024,4,Apr,Q2,0,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Individual,Online Portal,41061,50097,310,116.1,4,9,5,12279,4.55,161.71,51058.0,313.0,50751.0,363.0,47674.0,349.0,132.45483870967743,1.2200628333455104,2.670111972437554,-9036,0.866,-0.5,0,67.7,22.3,0.143,235.0
2024-05-01,2024,5,May,Q2,0,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Community Group,UPI,54118,46326,354,112.7,4,10,4,13195,5.24,130.92,41061.0,310.0,51058.0,313.0,50751.0,363.0,152.87570621468927,0.8560183303152371,3.1410825199645074,7792,0.5,-0.866,0,67.7,22.3,0.143,235.0
2024-06-01,2024,6,Jun,Q2,0,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Individual,Online Portal,50303,46374,382,118.1,5,10,5,14315,6.31,121.25,54118.0,354.0,41061.0,310.0,51058.0,313.0,131.68324607329842,0.9218933264417629,3.23454699407282,3929,0.0,-1.0,1,67.7,22.3,0.143,235.0
2024-07-01,2024,7,Jul,Q3,0,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Individual,Fundraising Event,49600,49870,380,126.5,4,9,3,15543,9.71,131.21,50303.0,382.0,54118.0,354.0,41061.0,310.0,130.52631578947367,1.0054435483870967,3.0039525691699605,-270,-0.5,-0.866,0,67.7,22.3,0.143,235.0
2024-08-01,2024,8,Aug,Q3,1,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Corporate CSR,UPI,95473,50644,357,133.7,4,17,5,14234,4.67,141.79,49600.0,380.0,50303.0,382.0,54118.0,354.0,267.4313725490196,0.5304536361065432,2.6701570680628275,44829,-0.866,-0.5,0,67.7,22.3,0.143,235.0
2024-09-01,2024,9,Sep,Q3,1,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Individual,Bank Transfer,62764,47639,314,104.7,3,12,5,11805,6.09,151.89,95473.0,357.0,49600.0,380.0,50303.0,382.0,199.88535031847132,0.7590179083551081,2.9990448901623687,15125,-1.0,-0.0,0,67.7,22.3,0.143,235.0
2024-10-01,2024,10,Oct,Q4,1,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Alumni Network,Bank Transfer,63062,52273,391,134.0,4,13,4,12824,7.77,133.67,62764.0,314.0,95473.0,357.0,49600.0,380.0,161.28388746803068,0.8289144016999144,2.917910447761194,10789,-0.866,0.5,0,67.7,22.3,0.143,235.0
2024-11-01,2024,11,Nov,Q4,1,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Community Group,Bank Transfer,76802,50564,349,101.0,4,20,7,16221,4.31,145.09,63062.0,391.0,62764.0,314.0,95473.0,357.0,220.06303724928367,0.6583682716595922,3.4554455445544554,26238,-0.5,0.866,0,67.7,22.3,0.143,235.0
2024-12-01,2024,12,Dec,Q4,1,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Individual,UPI,63853,51802,332,91.2,3,15,7,14569,8.91,155.9,76802.0,349.0,63062.0,391.0,62764.0,314.0,192.32831325301206,0.8112696349427592,3.6403508771929824,12051,-0.0,1.0,0,67.7,22.3,0.143,235.0
2025-01-01,2025,1,Jan,Q1,0,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Individual,UPI,59094,45894,320,118.3,3,12,6,13310,9.0,143.41,63853.0,332.0,76802.0,349.0,63062.0,391.0,184.66875,0.776627068737943,2.7049873203719357,13200,0.5,0.866,0,67.7,22.3,0.143,235.0
2025-02-01,2025,2,Feb,Q1,0,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Corporate CSR,Online Portal,87926,52413,350,108.5,4,14,5,13963,3.35,149.61,59094.0,320.0,63853.0,332.0,76802.0,349.0,251.21714285714285,0.5961035416145395,3.225806451612903,35513,0.866,0.5,0,67.7,22.3,0.143,235.0
2025-03-01,2025,3,Mar,Q1,0,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Corporate CSR,Bank Transfer,100855,51791,379,109.7,4,18,8,19976,7.13,136.61,87926.0,350.0,59094.0,320.0,63853.0,332.0,266.1081794195251,0.5135194090526003,3.454876937101185,49064,1.0,0.0,0,67.7,22.3,0.143,235.0
2025-04-01,2025,4,Apr,Q2,0,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Corporate CSR,Bank Transfer,77883,50224,326,89.5,3,14,7,13253,9.27,154.29,100855.0,379.0,87926.0,350.0,59094.0,320.0,238.90490797546013,0.6448647329969313,3.642458100558659,27659,0.866,-0.5,0,67.7,22.3,0.143,235.0
2025-05-01,2025,5,May,Q2,0,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Community Group,Online Portal,70703,45401,326,116.5,3,12,5,15964,7.31,139.22,77883.0,326.0,100855.0,379.0,87926.0,350.0,216.88036809815952,0.6421368258772612,2.7982832618025753,25302,0.5,-0.866,0,67.7,22.3,0.143,235.0
2025-06-01,2025,6,Jun,Q2,0,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Community Group,Bank Transfer,64393,49227,377,118.8,3,12,3,12488,6.5,130.5,70703.0,326.0,77883.0,326.0,100855.0,379.0,170.80371352785147,0.7644775053189011,3.1734006734006734,15166,0.0,-1.0,0,67.7,22.3,0.143,235.0
2025-07-01,2025,7,Jul,Q3,0,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Individual,Fundraising Event,53650,51543,411,115.2,5,9,3,14697,7.89,125.47,64393.0,377.0,70703.0,326.0,77883.0,326.0,130.5352798053528,0.9607269338303821,3.567708333333333,2107,-0.5,-0.866,1,67.7,22.3,0.143,235.0
2025-08-01,2025,8,Aug,Q3,1,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Individual,Bank Transfer,59665,53899,323,101.3,4,11,3,14495,3.83,167.01,53650.0,411.0,64393.0,377.0,70703.0,326.0,184.72136222910217,0.9033604290622643,3.188548864758144,5766,-0.866,-0.5,0,67.7,22.3,0.143,235.0
2025-09-01,2025,9,Sep,Q3,1,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Alumni Network,UPI,68152,48474,377,105.1,4,12,6,11860,7.7,128.74,59665.0,323.0,53650.0,411.0,64393.0,377.0,180.77453580901857,0.7112630590444888,3.587059942911513,19678,-1.0,-0.0,0,67.7,22.3,0.143,235.0
2025-10-01,2025,10,Oct,Q4,1,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Corporate CSR,Bank Transfer,114099,46530,366,120.5,3,21,9,20565,8.36,127.1,68152.0,377.0,59665.0,323.0,53650.0,411.0,311.74590163934425,0.4078037493755423,3.037344398340249,67569,-0.866,0.5,1,67.7,22.3,0.143,235.0
2025-11-01,2025,11,Nov,Q4,1,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Corporate CSR,UPI,100966,52658,417,152.3,4,22,11,15240,9.6,126.27,114099.0,366.0,68152.0,377.0,59665.0,323.0,242.12470023980816,0.5215419051958085,2.738017071569271,48308,-0.5,0.866,1,67.7,22.3,0.143,235.0
2025-12-01,2025,12,Dec,Q4,1,Kanpur,Uttar Pradesh,Food Distribution,Meal Support Campaign,Community Group,Fundraising Event,80016,52099,327,121.0,4,13,5,15201,7.18,159.21,100966.0,417.0,114099.0,366.0,68152.0,377.0,244.69724770642202,0.6511072785442912,2.7024793388429753,27917,-0.0,1.0,0,67.7,22.3,0.143,235.0
2024-02-01,2024,2,Feb,Q1,0,Kanpur,Uttar Pradesh,Health Awareness,Community Wellness Camp,Individual,Online Portal,42675,29610,272,84.2,3,8,3,10384,5.88,108.87,46000.0,258.0,46000.0,258.0,46000.0,258.0,156.8933823529412,0.6938488576449913,3.2304038004750595,13065,0.866,0.5,1,67.7,22.3,0.143,235.0
2024-03-01,2024,3,Mar,Q1,0,Kanpur,Uttar Pradesh,Health Awareness,Community Wellness Camp,Individual,Fundraising Event,43537,31460,302,88.4,4,11,4,10013,4.85,104.25,42675.0,272.0,46000.0,258.0,46000.0,258.0,144.16225165562915,0.7226037623171095,3.416289592760181,12077,1.0,0.0,1,67.7,22.3,0.143,235.0
2024-04-01,2024,4,Apr,Q2,0,Kanpur,Uttar Pradesh,Health Awareness,Community Wellness Camp,Individual,UPI,40843,32933,270,79.5,4,8,4,7903,8.37,122.2,43537.0,302.0,42675.0,272.0,46000.0,258.0,151.27037037037036,0.8063315623240213,3.3962264150943398,7910,0.866,-0.5,1,67.7,22.3,0.143,235.0
2024-05-01,2024,5,May,Q2,0,Kanpur,Uttar Pradesh,Health Awareness,Community Wellness Camp,Individual,Bank Transfer,35760,29163,303,87.0,3,8,3,9514,3.38,96.37,40843.0,270.0,43537.0,302.0,42675.0,272.0,118.01980198019803,0.8155201342281879,3.4827586206896552,6597,0.5,-0.866,1,67.7,22.3,0.143,235.0
2024-06-01,2024,6,Jun,Q2,0,Kanpur,Uttar Pradesh,Health Awareness,Community Wellness Camp,Alumni Network,Bank Transfer,41504,31419,275,68.6,4,9,4,9872,7.2,114.2,35760.0,303.0,40843.0,270.0,43537.0,302.0,150.92363636363638,0.7570113723978412,4.0087463556851315,10085,0.0,-1.0,1,67.7,22.3,0.143,235.0
2024-07-01,2024,7,Jul,Q3,0,Kanpur,Uttar Pradesh,Health Awareness,Community Wellness Camp,Corporate CSR,Online Portal,83182,34302,281,84.0,4,19,6,14327,9.29,122.21,41504.0,275.0,35760.0,303.0,40843.0,270.0,296.02135231316726,0.4123728691303407,3.3452380952380953,48880,-0.5,-0.866,1,67.7,22.3,0.143,235.0
2024-08-01,2024,8,Aug,Q3,1,Kanpur,Uttar Pradesh,Health Awareness,Community Wellness Camp,Individual,UPI,44250,29289,301,98.5,3,8,3,13236,4.81,97.36,83182.0,281.0,41504.0,275.0,35760.0,303.0,147.00996677740864,0.6618983050847458,3.0558375634517767,14961,-0.866,-0.5,1,67.7,22.3,0.143,235.0
2024-09-01,2024,9,Sep,Q3,1,Kanpur,Uttar Pradesh,Health Awareness,Community Wellness Camp,Community Group,UPI,54746,31714,274,74.1,2,10,4,11184,3.57,115.78,44250.0,301.0,83182.0,281.0,41504.0,275.0,199.8029197080292,0.5792934643626931,3.697705802968961,23032,-1.0,-0.0,1,67.7,22.3,0.143,235.0
2024-10-01,2024,10,Oct,Q4,1,Kanpur,Uttar Pradesh,Health Awareness,Community Wellness Camp,Community Group,UPI,55787,33936,318,99.5,4,10,4,11935,3.55,106.87,54746.0,274.0,44250.0,301.0,83182.0,281.0,175.4308176100629,0.6083137648556115,3.1959798994974875,21851,-0.866,0.5,1,67.7,22.3,0.143,235.0
2024-11-01,2024,11,Nov,Q4,1,Kanpur,Uttar Pradesh,Health Awareness,Community Wellness Camp,Individual,Fundraising Event,44924,30423,307,83.9,3,9,3,13019,9.77,99.08,55787.0,318.0,54746.0,274.0,44250.0,301.0,146.33224755700326,0.6772103997863057,3.6591179976162094,14501,-0.5,0.866,1,67.7,22.3,0.143,235.0
2024-12-01,2024,12,Dec,Q4,1,Kanpur,Uttar Pradesh,Health Awareness,Community Wellness Camp,Community Group,Bank Transfer,66639,30454,320,83.8,3,15,5,13293,5.69,95.31,44924.0,307.0,55787.0,318.0,54746.0,274.0,208.246875,0.4569996548567656,3.8186157517899764,36185,-0.0,1.0,1,67.7,22.3,0.143,235.0
2025-01-01,2025,1,Jan,Q1,0,Kanpur,Uttar Pradesh,Health Awareness,Community Wellness Camp,Alumni Network,Online Portal,52130,29485,294,97.7,3,9,4,12580,3.82,100.37,66639.0,320.0,44924.0,307.0,55787.0,318.0,177.31292517006804,0.5656052177249185,3.0092118730808597,22645,0.5,0.866,1,67.7,22.3,0.143,235.0
2025-02-01,2025,2,Feb,Q1,0,Kanpur,Uttar Pradesh,Health Awareness,Community Wellness Camp,Corporate CSR,Bank Transfer,68726,33584,300,82.9,3,11,5,11832,6.14,111.99,52130.0,294.0,66639.0,320.0,44924.0,307.0,229.08666666666667,0.48866513401041817,3.6188178528347406,35142,0.866,0.5,1,67.7,22.3,0.143,235.0
2025-03-01,2025,3,Mar,Q1,0,Kanpur,Uttar Pradesh,Health Awareness,Community Wellness Camp,Corporate CSR,Online Portal,89291,31905,308,78.3,3,16,5,14036,6.34,103.42,68726.0,300.0,52130.0,294.0,66639.0,320.0,289.90584415584414,0.3573148469610599,3.9335887611749683,57386,1.0,0.0,1,67.7,22.3,0.143,235.0
2025-04-01,2025,4,Apr,Q2,0,Kanpur,Uttar Pradesh,Health Awareness,Community Wellness Camp,Corporate CSR,Fundraising Event,70527,29572,284,75.3,4,14,7,12817,3.78,104.24,89291.0,308.0,68726.0,300.0,52130.0,294.0,248.33450704225353,0.419300409772144,3.7715803452855248,40955,0.866,-0.5,1,67.7,22.3,0.143,235.0
2025-05-01,2025,5,May,Q2,0,Kanpur,Uttar Pradesh,Health Awareness,Community Wellness Camp,Community Group,Fundraising Event,52268,33550,259,65.7,3,9,5,8821,7.38,129.6,70527.0,284.0,89291.0,308.0,68726.0,300.0,201.8069498069498,0.6418841356087855,3.942161339421613,18718,0.5,-0.866,0,67.7,22.3,0.143,235.0
2025-06-01,2025,6,Jun,Q2,0,Kanpur,Uttar Pradesh,Health Awareness,Community Wellness Camp,Corporate CSR,Fundraising Event,74519,32113,274,90.8,3,18,5,12949,4.24,117.21,52268.0,259.0,70527.0,284.0,89291.0,308.0,271.96715328467155,0.43093707645030127,3.0176211453744495,42406,0.0,-1.0,1,67.7,22.3,0.143,235.0
